"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
406-2-000061,동홍 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 514-2,80,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.25616185,126.5684382,2022-04-25
406-2-000062,동홍 공영노외2주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 429,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.25181564,126.5694961,2022-04-25
406-2-000063,시민회관 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 452-3,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.251633,126.567538,2022-04-25
406-2-000064,신시가지 공영주차장,공영,노외,,제주특별자치도 서귀포시 강정동 118-8,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.260036,126.5073823,2022-04-25
406-2-000065,강정마을 공영주차장,공영,노외,,제주특별자치도 서귀포시 강정동 5356-11,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.235151,126.474661,2022-04-25
406-2-000066,법환 노인회관 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 법환동 1134,40,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4752,33.23938649,126.509485,2022-04-25
406-2-000067,동일다목적회관 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 동일리 2829-6,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4092,33.22842744,126.2413832,2022-04-25
406-2-000068,하모리 홍마트 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 2143-12,11,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4092,33.220066,126.252586,2022-04-25
406-2-000069,서부종합사회복지관 남측 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 1173-1,34,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.223648,126.248055,2022-04-25
406-2-000070,남원 중앙동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 141,48,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.278887,126.716856,2022-04-25
406-2-000071,동부보건소 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 2490-28,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-6112,33.2754231277,126.7030554,2022-04-25
406-2-000072,섭지코지주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 62-3,96,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,0,1000,15,500,,,,현금+신용카드,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(08:30 ~ 20:30) 이외는 무료",제주특별자치도 서귀포시청,064-760-4282,33.42386248,126.9290133256,2022-04-25
406-2-000073,대정하모 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 1444-2,46,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.226524,126.251489,2022-04-25
406-2-000074,서귀서초등학교 인근 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 365-3,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.255173,126.555879,2022-04-25
406-2-000075,노블컨벤션 안쪽 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 322-5,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.258965,126.5582889,2022-04-25
406-2-000076,자산오차드힐 인근 남측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1588-10,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4749,33.261125,126.5543492,2022-04-25
406-2-000077,자산오차드힐 인근 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1597-4,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.261563,126.554694,2022-04-25
406-2-000078,건강나라 맞은편 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 345-14,107,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.25876322,126.5556918,2022-04-25
406-2-000079,중문초등학교 서측 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 1971-2,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3072,33.251636,126.428184,2022-04-25
406-2-000080,중앙 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 268-17,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.251114,126.565451,2022-04-25
406-2-000081,천제연폭포 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2230,97,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-6332,33.2532067,126.418764,2022-04-25
406-2-000082,천제연폭포 버스전용 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2231,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.25304291,126.4191565,2022-04-25
406-2-000083,남원 비안동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 180,93,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.280062,126.7183421,2022-04-25
406-2-000084,대륜서호 공영노외1주차장(고근산주차장),공영,노외,,제주특별자치도 서귀포시 서호동 1433,79,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4765,33.26367641,126.5110517131,2022-04-25
406-2-000085,세한교회 서측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1611,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3922,33.2636953548,126.554256,2022-04-25
406-2-000086,위미출장소 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 위미리 2892,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2483,33.27501048,126.6585881,2022-04-25
406-2-000087,남원읍사무소 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 205-1,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4146,33.2798959047,126.720606,2022-04-25
406-2-000088,대정하모 공영노외4주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 861,40,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.223353,126.2538151377,2022-04-25
406-2-000089,남원신례 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 신례리 1044-1,64,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.288233,126.6275841,2022-04-25
406-2-000090,대륜법환 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 법환동 1279,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.236971,126.5109647987,2022-04-25
406-2-000091,월평마을도시재생사업 공영주차장,공영,노외,,제주특별자치도 서귀포시 월평동 410-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.24570658,126.4611258,2022-04-25
406-2-000092,성산일출봉 주변 녹지공간 조성 주차장(1),공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 250-3,58,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 세계유산문화재부,064-710-6657,33.450526,126.922177,2022-04-25
406-2-000093,성산일출봉 주변 녹지공간 조성 주차장(2),공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 263,223,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 세계유산문화재부,064-710-6657,33.455341,126.9255273,2022-04-25
406-2-000094,남원 광지동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 1514-3,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4196,33.28146498,126.7090750142,2022-04-25
